timestamp;response;Cpk;Cpk_class;Product_class;sum_sensor1;sum_sensor2;sum_sensor3;sum_sensor4;sum_sensor5;sum_sensor7;sum_sensor49
16:28:32;0.414;16.35057471;good;good;496.87996;510;11500.92277;3489.1646;3485;2192.43108;31145
16:34:24;0.414;16.35057471;good;good;477.6104;495;12152.6213;3544.9207;3545;2167.58179;31670
16:40:16;0.414;19.54861111;good;good;495.0053;495;11474.9337;3494.4326;3495;2091.2602;31228
16:46:08;0.4086;19.54861111;good;good;466.63519;495;11803.9253;3496.7049;3495;2146.01733;31682
16:52:00;0.4266;19.54861111;good;good;495.0068;495;11475.0744;3489.7992;3495;2140.38653;30753
16:57:52;0.4086;19.54861111;good;good;478.8972;495;11775.075;3494.994;3495;2157.04737;32152
17:03:44;0.4176;21.70542636;good;good;495.587953;510;11484.33452;3466.5904;3460;2102.99186;29574
17:09:36;0.432;19.04761905;good;good;469.9933;495;11925.924;3519.9948;3520;2131.80646;32100
17:15:28;0.4446;18.66666667;good;good;494.9538201;510;11538.62009;3494.2902;3485;2146.94601;31356
17:21:20;0.4446;16.09195402;good;good;453.9446068;495;11997.55417;3548.048;3545;2140.12921;32615
17:27:12;0.45;15.55555556;good;good;495.0058;495;11324.9892;3466.6304;3470;2160.60234;31955
17:33:04;0.4356;15.55555556;good;good;466.5605;495;12000.827;3519.9602;3520;2158.15667;31576
17:38:56;0.4446;15.55555556;good;good;509.9688;510;11400.0283;3459.9833;3460;2165.14405;30675
17:44:48;0.4536;15.55555556;good;good;466.4975;495;11774.8155;3494.9987;3495;2177.20134;31090
17:50:40;0.4446;18.46666667;good;good;497.26396;510;11533.7901;3488.0184;3485;2141.01661;31677
17:56:32;0.45;14.89247312;good;good;452.493753;495;11815.8686;3523.5965;3520;2113.36603;32134
18:02:24;0.4536;12.64840183;good;good;494.9391081;510;11330.4478;3469.9379;3460;2189.02765;31174
18:08:16;0.4086;12.64840183;good;good;464.6971;495;11999.9505;3519.9544;3520;2127.55396;30535
18:14:08;0.4446;12.31111111;good;good;465.1363;495;11804.9437;3519.9184;3520;2130.63643;32122
18:20:00;0.441;12.31111111;good;good;495.0105;495;11325.0654;3469.6592;3470;2207.72965;31078
18:25:52;0.4572;12.31111111;good;good;463.3868;495;11775.0616;3494.9936;3495;2147.37395;32033
18:31:44;0.441;12.31111111;good;good;495.0095;495;11400.0221;3466.6093;3470;2107.88714;31132
18:37:36;0.4482;12.31111111;good;good;464.0836;495;11851.9624;3519.9885;3520;2156.87411;31659
18:43:28;0.4356;12.31111111;good;good;494.9649;495;11777.5604;3509.9605;3520;2170.63966;31639
18:49:20;0.423;12.31111111;good;good;497.91637;510;11334.84995;3462.6124;3460;2169.57952;31149
18:55:12;0.4356;12.31111111;good;good;467.2011;495;11925.2069;3519.994;3520;2127.87465;31097
19:01:04;0.4176;12.31111111;good;good;509.5813;510;11698.8646;3485.3693;3485;2176.62021;32118
19:06:56;0.4392;12.31111111;good;good;467.9885;495;11774.02787;3510.726;3520;2161.4781;31568
19:12:48;0.4446;12.31111111;good;good;495.0052;495;11550.0917;3485.3385;3495;2155.77599;31127
19:18:40;0.4356;12.31111111;good;good;468.4978;480;11773.33652;3495.0002;3505;2146.09872;31580
19:24:32;0.45;12.31111111;good;good;507.8268;510;11589.975;3486.0304;3485;2143.01435;31169
19:30:24;0.396;12.31111111;good;good;505.1466;510;11572.9959;3461.372;3460;2113.87664;30747
19:36:16;0.4302;12.31111111;good;good;476.7469;495;11774.9413;3494.9942;3495;2145.21006;31178
19:42:08;0.387;12.31111111;good;good;509.68;510;11475.5501;3459.981;3460;2166.83415;31730
19:48:00;0.4176;12.31111111;good;good;475.9473;495;11775.8079;3494.9843;3495;2040.96778;31215
19:53:52;0.4176;12.31111111;good;good;509.673;510;11475.7528;3459.9851;3460;2162.21488;31202
19:59:44;0.378;12.31111111;good;good;476.8054;495;11775.855;3494.9782;3495;2112.72468;30641
20:05:36;0.396;12.31111111;good;good;509.1651;510;11599.4876;3485.9085;3485;2155.18147;31268
20:11:28;0.405;12.31111111;good;good;478.0685;495;11941.8917;3519.9079;3520;2104.36066;32356
20:17:20;0.3726;12.31111111;good;good;495.0045;495;11175.0231;3444.8346;3445;2151.31439;32196
20:23:12;0.3996;12.31111111;good;good;478.4043;495;11999.7155;3519.9973;3520;2149.53641;30753
20:29:04;0.3996;12.31111111;good;good;495.0108;495;11399.8341;3467.8915;3470;2148.53884;32197
20:34:56;0.423;12.31111111;good;good;474.0929;495;11703.1141;3469.9998;3470;1992.69515;30728
20:40:48;0.378;12.31111111;good;good;475.564;495;11774.8551;3495.0008;3495;2149.64831;31724
20:46:40;0.387;12.31111111;good;good;494.9885;495;11625.1174;3489.8394;3495;2129.74881;31264
20:52:32;0.4086;12.31111111;good;good;474.1673;495;11775.0213;3494.9991;3495;2132.87883;33606
20:58:24;0.36;12.31111111;good;good;509.8541;510;11694.0339;3484.966;3485;2115.13768;29856
21:04:16;0.3996;12.31111111;good;good;460.6483177;495;11775.38575;3522.32;3520;2104.41741;31698
21:10:08;0.3906;12.31111111;good;good;494.8911;495;11625.0946;3510.0181;3520;2226.98034;30699
21:16:00;0.3996;12.31111111;good;good;494.9998;495;11475.1135;3460.0415;3470;2147.9314;31671
21:21:52;0.4302;12.31111111;good;good;467.79884;495;12001.2579;3521.3222;3520;2107.42821;31212
21:27:44;0.387;12.31111111;good;good;494.944048;510;11325.127;3470.008;3460;2100.25262;31771
21:33:36;0.4122;12.31111111;good;good;475.779;495;11774.9817;3495.0009;3495;2132.59448;32885
21:39:28;0.4176;12.31111111;good;good;494.9636;495;11700.2105;3485.0234;3495;2141.74823;32664
21:45:20;0.3906;12.31111111;good;good;461.80404;495;11841.3894;3523.0556;3520;2148.74615;31672
21:51:12;0.405;12.31111111;good;good;839.116;840;3244.4168;5179.096744;5260;2349.30637;35906
21:57:04;1.0278;12.31111111;good;bad;920.691772;911.1;2332.207;7500.906444;7579.75;1496.95892;32338
22:02:56;0.405;12.31111111;good;good;908.8513;926.4;2405.5236;7527.4205;7519.68;1736.36603;31953
22:08:48;0.396;12.31111111;good;good;919.329322;908.1;2330.9253;7549.9255;7537.9;1654.81459;31832
22:14:40;0.396;12.31111111;good;good;913.8634;903.9;2405.4539;7602.9541;7676.25;1647.92632;32365
22:20:32;0.3996;12.31111111;good;good;903.620352;915.9;2345.854;7674.367244;7605.35;1573.96121;31424
22:26:24;0.405;12.31111111;good;good;911.78301;921;2404.7286;7573.1986;7510.5;1590.03474;32403
22:32:16;0.3906;12.31111111;good;good;913.81966;901.5;2331.3832;7576.0096;7556.9;1561.0199;32301
22:38:08;0.4086;12.31111111;good;good;914.0096;933.6;2406.0643;7638.477389;7604.4;1722.40624;31837
22:44:00;0.999;12.31111111;good;bad;903.137101;919.2;2331.21;7597.670344;7597.75;1545.66504;32257
22:49:52;0.405;12.31111111;good;good;903.57792;918.6;2405.6055;7557.1671;7437.5;1683.16641;32400
22:55:44;0.396;12.31111111;good;good;911.636931;928.5;2346.8987;7502.819944;7568.3;1623.76492;32494
23:01:36;0.3906;12.31111111;good;good;914.5515;905.1;2405.3582;7641.7737;7593.95;1613.49459;32435
23:07:28;0.4086;12.31111111;good;good;904.1054967;903;2421.1269;7625.952689;7568.4;1664.14767;32409
23:13:20;0.387;12.31111111;good;good;577.1844;591.6;2331.094;9325.0039;9228.67;1276.08772;29244
23:19:12;0.3996;12.31111111;good;good;908.04579;924.6;2405.2207;7545.137;7512.12;1675.87984;32861
23:25:04;0.396;12.31111111;good;good;919.783715;909.6;2330.8277;7537.5294;7532.2;1549.47915;32901
23:30:56;0.396;12.31111111;good;good;906.12668;912;2406.249;7579.7355;7555;1706.66184;32429
23:36:48;1.017;11.12449799;good;bad;913.13101;930.3;2346.8793;7499.889644;7558.8;1577.74697;32867
23:42:40;0.3906;11.12449799;good;good;908.412101;924.9;2405.9076;7502.5173;7508.46;1553.48366;32856
23:48:32;0.405;11.12449799;good;good;910.88957;931.8;2346.2706;7651.232;7551.66;1672.6644;32404
23:54:24;0.405;11.12449799;good;good;915.504373;902.4;2405.9966;7541.7949;7568.26;1660.2948;32410
00:00:16;0.405;11.12449799;good;good;901.62775;917.4;2345.8569;7663.7567;7561.13;1671.37056;32418
00:06:08;0.3996;11.12449799;good;good;917.086373;904.2;2421.0792;7527.7139;7662.98;1665.17382;30985
00:12:00;0.4086;10.03584229;good;good;913.8339;932.7;2345.7751;7711.2266;7595.705;1680.00882;32602
00:17:52;0.3906;10.03584229;good;good;913.21911;928.8;2421.2064;7555.345044;7571.76;1583.13774;30456
00:23:44;0.396;10.03584229;good;good;509.6626;510;11775.3617;3485.3215;3485;2084.11247;31584
00:29:36;0.3996;10.03584229;good;good;457.5006929;495;11698.42224;3495.2589;3495;2139.82276;31625
00:35:28;0.3906;10.03584229;good;good;503.6918;510;11679.6409;3511.4756;3510;2171.39623;32207
00:41:20;0.378;9.574829932;good;good;470.4555;495;11624.9033;3469.984;3470;2091.18814;31737
00:47:12;0.3816;8.780864198;good;good;494.9418363;510;11628.7822;3519.9363;3510;2154.27269;30754
00:53:04;0.378;8.780864198;good;good;469.6506;480;11623.50351;3470.0003;3480;2124.08527;31114
00:58:56;0.36;8.780864198;good;good;494.9508856;510;11484.4959;3495.0104;3485;2204.43584;30758
01:04:48;0.3996;8.780864198;good;good;454.2538671;495;11696.29893;3496.5063;3495;2098.93252;31702
01:10:40;0.3816;8.780864198;good;good;495.0096;495;11474.9284;3494.6364;3495;2250.8994;31236
01:16:32;0.378;8.780864198;good;good;470.2858;495;11627.0528;3470.026;3470;2080.10311;31702
01:22:24;0.3906;8.780864198;good;good;495.0076;495;11700.0982;3510.8841;3520;2224.74306;31637
01:28:16;0.3906;8.780864198;good;good;474.0146;495;11778.3353;3494.9402;3495;2170.73175;31368
01:34:08;0.3906;8.780864198;good;good;470.7791;495;11625.0549;3469.9924;3470;2140.23922;32209
01:40:00;0.3726;8.121468927;good;good;510.0137;510;11774.4748;3510.0547;3510;2169.92419;31239
01:45:52;0.405;8.121468927;good;good;461.19849;495;11787.0136;3496.3149;3495;2136.81535;31711
01:51:44;0.387;8.121468927;good;good;495.0102;495;11549.9625;3491.6089;3495;2149.91425;31746
01:57:36;0.387;8.121468927;good;good;468.641;495;11625.1277;3469.9771;3470;2111.28705;31720
02:03:28;0.396;8.121468927;good;good;510.0082;510;11625.2804;3485.3209;3485;2138.5061;32221
02:09:20;0.378;8.121468927;good;good;494.9401761;510;11530.9824;3494.9925;3485;2144.15758;31188
02:15:12;0.387;8.121468927;good;good;473.0683;495;11777.255;3494.912;3495;2130.03865;31176
02:21:04;0.3726;8.121468927;good;good;495.0099;495;11699.8214;3519.6127;3520;2126.12625;31687
02:26:56;0.3726;8.121468927;good;good;472.675;495;11625.1132;3469.9994;3470;2174.47117;30618
02:32:48;0.3906;8.121468927;good;good;495.0026;495;11774.9516;3510.3011;3520;2108.00855;31682
02:38:40;0.3906;7.318295739;good;good;472.1281;495;11775.4082;3495.0097;3495;2155.78852;31612
02:44:32;0.3816;7.318295739;good;good;509.9831;510;11626.2432;3484.9297;3485;2141.2919;31175
02:50:24;0.4086;7.318295739;good;good;914.7146;902.4;2420.5486;7626.8225;7584.45;1636.77927;32324
02:56:16;0.4266;7.318295739;good;good;903.297952;918.9;2331.1708;7490.5605;7497.24;1577.71982;32389
03:02:08;0.3996;7.318295739;good;good;906.50761;914.1;2405.9105;7605.4352;7551.2;1718.7088;32406
03:08:00;0.414;7.318295739;good;good;917.951973;909.6;2346.2309;7548.0762;7537.05;1655.73167;32387
03:13:52;0.4086;7.318295739;good;good;905.59924;913.5;2405.8091;7593.139189;7551.2;1699.71195;31411
03:19:44;0.414;7.786666667;good;good;911.812831;927;2347.0257;7511.8295;7574;1577.95125;31886
03:25:36;0.4086;7.786666667;good;good;908.70493;926.7;2405.4823;7539.13039;7508.4;1710.72807;32286
03:31:28;0.432;7.786666667;good;good;903.385682;917.1;2331.3073;7473.2107;7503.75;1504.18311;32366
03:37:20;0.396;7.786666667;good;good;908.0769;908.1;2420.4715;7620.2399;7571.15;1719.52798;32300
03:43:12;0.423;7.913279133;good;good;913.805091;929.4;2346.7523;7603.4024;7564.5;1569.12547;31865
03:49:04;0.4176;8.463768116;good;good;903.10741;916.5;2405.2769;7577.171989;7541.7;1670.18582;31872
03:54:56;0.414;8.538011696;good;good;917.32246;932.7;2346.0294;7651.13935;7680.25;1569.72721;32396
04:00:48;0.414;8.538011696;good;good;900.793082;910.2;2345.7522;7527.2747;7531.25;1622.10313;32357
04:06:40;0.4176;9.012345679;good;good;912.63263;930.6;2405.3088;7611.3038;7592.05;1664.4489;31862
04:12:32;0.4266;9.733333333;good;good;916.837222;902.7;2346.1848;7620.3223;7557.85;1561.62889;32377
04:18:24;0.423;9.733333333;good;good;907.76755;924.6;2405.8301;7539.3592;7508.4;1679.19016;31816
04:24:16;0.4356;9.733333333;good;good;911.9447;927;2331.5123;7523.108644;7574.95;1618.838;31849
04:30:08;0.4446;9.733333333;good;good;916.9266;906.6;2420.2862;7634.3118;7581.6;1670.19721;30282
04:36:00;0.396;9.931972789;good;good;908.617;895.56;2420.5461;7572.7591;7667.3;1642.10599;32295
04:41:52;0.432;9.931972789;good;good;924.119671;918.6;2330.3912;7598.916344;7607.7;1527.10536;31865
04:47:44;0.405;10.81481481;good;good;904.06106;922.56;2404.8863;7634.6785;7537.925;1634.76536;32357
04:53:36;0.414;10.81481481;good;good;902.565532;918.6;2330.8455;7518.549244;7527.79;1558.27402;32424
04:59:28;0.4086;10.93632959;good;good;902.81445;917.7;2420.5606;7628.6538;7569.7;1719.60227;31904
05:05:20;0.423;11.45098039;good;good;917.923073;906.6;2330.8303;7566.3226;7547.45;1623.76991;31415
05:11:12;0.396;11.72690763;good;good;910.91903;930;2404.9411;7551.8934;7499.24;1725.26221;32359
05:17:04;0.4338;11.72690763;good;good;908.58802;925.2;2404.9595;7528.6015;7510.26;1704.87138;31964
05:22:56;1.0098;11.45098039;good;bad;916.339222;901.8;2361.5807;7499.304189;7564.5;1563.04303;30846
05:28:48;1.836;10.93632959;good;bad;905.45294;921.3;2404.9291;7559.730289;7524.6;1745.17445;31490
05:34:40;1.0296;10.81481481;good;bad;914.786422;930.6;2346.7726;7499.597044;7563.65;1581.28394;31430
05:40:32;0.4266;10.81481481;good;good;907.5037;924;2420.309;7668.8008;7623.65;1682.88815;31992
05:46:24;1.8342;10.35460993;good;bad;914.010241;929.1;2346.7898;7500.476444;7565.45;1570.416;31952
05:52:16;1.8216;9.831649832;good;bad;917.1464;906.6;2405.6825;7583.2514;7570.2;1653.78568;31929
05:58:08;0.9954;8.111111111;good;bad;910.684571;908.1;2346.2823;7572.3286;7536.95;1576.88278;31491
06:04:00;1.8072;0.721522115;bad;bad;906.03873;922.5;2420.4484;7672.2521;7624.6;1687.56232;31409
06:09:52;0.99;0.589184826;bad;bad;909.437521;924.3;2346.8012;7503.844589;7577.8;1616.64605;31995
06:15:44;0.4176;0.585420485;bad;good;916.0042;906.9;2420.0699;7656.3492;7595.85;1609.2444;31491
06:21:36;0.4266;0.585420485;bad;good;904.13431;912.3;2420.2092;7605.7462;7551.2;1723.04076;31364
06:27:28;1.0008;0.581512945;bad;bad;912.603871;927.9;2346.8587;7505.822589;7569.25;1571.247;31435
06:33:20;0.4788;0.581512945;bad;good;899.79658;914.1;2406.1964;7575.634;7543.6;1700.74585;31438
06:39:12;0.4176;0.581512945;bad;good;905.511942;910.2;2346.1359;7639.1459;7626.5;1571.15782;32471
06:45:04;1.8;0.579403466;bad;bad;912.91093;930.3;2405.0758;7611.9628;7581.5;1692.99388;31433
06:50:56;1.8612;0.572139303;bad;bad;927.164742;911.7;2330.9939;7564.2811;7542.3;1563.05564;32101
06:56:48;1.8666;0.565055031;bad;bad;903.883962;915;2316.4317;7595.1992;7571.15;1520.12353;31439
07:02:40;1.8648;0.555877804;bad;bad;902.03786;916.8;2420.4786;7670.2655;7606.3;1600.6812;32632
07:08:32;1.9026;0.552672049;bad;bad;907.414482;926.76;2331.6132;7497.967544;7516.55;1521.76013;31537
07:14:24;0.9846;0.552672049;bad;bad;916.5457;907.8;2420.1091;7638.697144;7596.8;1636.7356;32553
07:20:16;1.8846;0.278019534;bad;bad;902.550882;915.3;2330.5433;7534.6715;7532.2;1557.97479;30907
07:26:08;1.5624;0.256033485;bad;bad;917.776191;910.5;2405.1954;7589.1844;7571.15;1677.03088;31470
07:32:00;1.899;0.246294868;bad;bad;908.016832;913.5;2330.8194;7530.6435;7528.4;1556.0383;31902
07:37:52;0.414;0.24435283;bad;good;497.11684;510;11634.85721;3488.5453;3485;2111.01965;31750
07:43:44;0.396;0.24435283;bad;good;496.7165;510;11625.2616;3485.4275;3485;2183.70873;31917
07:49:36;0.4302;0.24435283;bad;good;510.0009;510;11625.3176;3485.1731;3485;2164.33248;31801
07:55:28;0.387;0.24435283;bad;good;480.2504;495;11628.8805;3471.3564;3470;2093.49732;31847
08:01:20;0.4266;0.24435283;bad;good;495.0068;510;11626.0852;3519.987;3510;2154.41894;31391
08:07:12;0.387;0.24435283;bad;good;466.6303073;495;11665.81573;3495.6311;3495;2149.66958;31384
08:13:04;0.4086;0.24435283;bad;good;495.0031;495;11550.2393;3485.0278;3495;2172.71821;32145
08:18:56;0.396;0.24435283;bad;good;481.5917;495;11779.428;3494.3056;3495;2138.312164;31403
08:24:48;0.4086;0.24435283;bad;good;509.9692;510;11625.7698;3484.9798;3485;2153.85058;31367
08:30:40;0.378;0.24435283;bad;good;465.1554843;495;11671.87571;3496.4339;3495;2211.68311;31375
08:36:32;0.423;0.24435283;bad;good;506.4761;510;11848.4415;3536.3765;3535;2159.92751;31838
08:42:24;0.4086;0.24435283;bad;good;461.163;495;11623.27513;3470.037;3470;2128.44928;31438
08:48:16;0.3816;0.24435283;bad;good;465.7872;495;11708.0684;3497.8865;3495;2209.08332;31901
08:54:08;0.405;0.24435283;bad;good;495.0087;495;11550.063;3493.5032;3495;2197.5708;31307
09:00:00;0.405;0.24435283;bad;good;509.9769;510;11625.8981;3484.9613;3485;2116.86315;31896
09:05:52;0.369;0.24435283;bad;good;465.6079224;495;11648.48532;3497.97;3495;2135.34262;31844
09:11:44;0.423;0.24435283;bad;good;494.9846;495;11634.79244;3519.9907;3520;2183.7763;32877
09:17:36;0.4176;0.24435283;bad;good;509.9725;510;11626.2581;3484.9443;3485;2152.97626;31303
09:23:28;0.4266;0.24435283;bad;good;509.9995;510;11625.3337;3484.9674;3485;2165.11414;31917
09:29:20;0.3996;0.24435283;bad;good;481.0548;495;11777.5021;3494.9957;3495;2120.11208;31383
09:35:12;0.432;0.24435283;bad;good;496.51983;510;11635.05685;3515.0186;3510;2199.81051;31386
09:41:04;0.3906;0.24435283;bad;good;480.631;495;11630.0939;3471.0407;3470;2090.96937;31375
09:46:56;0.4086;0.24435283;bad;good;494.9427474;510;11635.13783;3519.7315;3510;2190.08769;31885
09:52:48;0.4176;0.24435283;bad;good;483.3424;495;11551.7543;3444.974;3445;1986.70816;33251
09:58:40;0.3996;0.24435283;bad;good;465.41379;495;11654.094;3472.0981;3470;2141.9333;33240
10:04:32;0.4176;0.24435283;bad;good;477.9834;495;11624.9805;3469.984;3470;2197.41056;32274
10:10:24;0.4086;0.24435283;bad;good;478.3823;495;11774.6836;3494.9991;3495;2112.32111;32767
10:16:16;0.4086;0.24435283;bad;good;477.5312;495;11624.7783;3469.9926;3470;2143.176316;33364
10:22:08;0.405;0.24435283;bad;good;463.8971;480;11624.8375;3479.5135;3480;2093.420082;31307
10:28:00;0.981;0.241420935;bad;bad;478.538;495;11624.8056;3469.9965;3470;2143.60822;32678
10:33:52;0.387;0.241420935;bad;good;464.696301;495;11548.5216;3470.2542;3470;2144.87224;31717
10:39:44;0.414;0.241420935;bad;good;478.9286;495;11624.7825;3469.9953;3470;2121.65332;32766
10:45:36;0.396;0.241420935;bad;good;464.4143;480;11548.51813;3470.0036;3480;2131.19208;32261
10:51:28;0.414;0.241420935;bad;good;465.3768;480;11548.43555;3469.9976;3480;2128.05361;33227
